State_And_County_FIPS_Code,CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
2-100,Alaska,Haines,2272,1,11.4,21.3,67.0,10.3,1.5,87.5,0.3,9.6,0.7,1.4,76.9,-,5.6,-,8.2,2.5,4.5,24.9,-,29.3,-,-,142.5,61.7,-,178,129,-,132,170,0,0,1,2,1,1,0,0,1,2,0,1,0,1,0,0,-,-,-,-,355,2
2-110,Alaska,Juneau,30987,11,7.3,26.7,66.2,6.3,0.8,75.3,1.1,12.2,5.6,3.6,76.9,-,4.6,0.6,8.3,2.7,3.4,11.1,6.9,32.2,20.1,25.7,86.2,45.4,9.5,1354,962,-,1677,2318,0,5,22,17,5,3,1,0,4,3,0,2,2,3,0,0,-,-,-,-,3926,2
2-122,Alaska,Kenai Peninsula,51960,3,9.9,27.4,63.6,8.3,0.6,87.5,0.6,7.7,1.3,2.7,76.9,-,4.9,0.7,9.4,3.1,3.1,19.7,6.6,27.7,20.1,16.1,164.3,68.1,25.2,3781,2138,-,2789,3933,21,5,16,43,2,20,6,5,10,8,10,8,63,20,0,3,-,-,-,-,8308,2
2-130,Alaska,Ketchikan Gateway,13262,11,8.1,27.5,63.8,7.7,1.0,74.1,1.0,15.8,5.3,2.9,76.9,-,4.0,0.7,8.4,4.6,2.6,15.3,6.4,32.7,30.8,30.5,166.0,55.2,16.4,884,535,-,710,972,1,1,18,20,0,4,5,0,32,6,4,3,3,9,0,0,-,-,-,-,1804,2
2-150,Alaska,Kodiak Island,13051,2,8.7,31.5,62.8,5.2,0.5,62.1,1.2,15.7,17.5,6.7,76.9,-,6.3,1.4,10.6,2.8,3.6,22.7,6.9,26.1,30.9,30.3,124.8,51.2,10.1,1142,505,-,662,953,1,4,39,15,2,6,3,0,10,8,7,3,0,7,0,0,-,-,-,-,2491,2
2-164,Alaska,Lake and Peninsula,1570,0,16.6,34.1,59.0,6.4,0.4,23.4,0.0,71.5,0.8,1.3,76.9,-,4.1,-,9.9,9.6,2.7,24.3,-,46.9,-,-,216.8,-,-,237,78,-,77,125,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,-,-,-,-,395,1
2-170,Alaska,Matanuska-Susitna,76006,3,10.5,29.1,64.2,6.2,0.5,88.3,1.1,5.7,1.0,2.8,76.9,-,5.6,0.9,9.7,3.6,3.3,24.0,5.4,28.9,29.6,26.0,138.9,50.4,19.4,5469,2514,-,3994,5911,3,6,30,53,2,25,6,6,5,9,3,9,6,25,0,3,-,-,-,-,9561,2
2-180,Alaska,Nome,9328,0,17.4,37.5,56.6,5.2,0.7,20.0,0.5,75.7,1.1,1.1,76.9,-,5.4,1.3,13.6,7.6,1.8,24.8,11.2,59.9,-,40.8,135.6,80.4,63.8,1241,471,-,435,693,0,1,39,9,2,9,7,1,16,10,1,2,1,1,0,0,-,-,-,-,1795,1
2-185,Alaska,North Slope,6924,0,11.6,39.5,55.4,4.5,0.6,15.7,1.1,72.0,7.1,3.9,76.9,-,5.2,1.4,12.7,7.3,1.6,25.5,9.5,58.1,-,-,137.7,101.9,35.7,796,350,-,313,501,0,1,3,7,3,2,4,1,45,7,2,2,1,4,0,0,-,-,-,-,1202,1
2-188,Alaska,Northwest Arctic,7621,0,17.0,41.7,53.1,5.0,0.2,13.1,0.1,83.6,1.0,5.6,76.9,-,6.1,1.2,13.0,7.3,2.1,26.9,11.0,61.1,-,43.3,120.2,59.6,67.4,1028,368,-,334,562,0,1,4,7,99,7,4,1,38,8,1,1,0,1,0,0,-,-,-,-,1291,1
2-201,Alaska,Prince of Wales-Outer Ketchikan,5660,1,13.8,26.8,64.9,7.9,0.4,53.5,0.2,40.9,0.4,2.4,76.9,-,5.1,0.7,8.5,5.4,2.8,29.2,9.4,41.8,-,-,151.8,34.1,15.9,575,334,-,306,426,0,1,1,6,0,2,0,1,3,6,0,2,18,3,0,0,-,-,-,-,1176,1
2-220,Alaska,Sitka,8986,3,7.7,27.0,62.8,9.5,0.7,68.4,0.4,20.1,5.6,3.9,76.9,-,3.8,0.5,8.3,2.2,2.5,18.4,6.6,31.2,-,25.3,170.1,49.7,16.7,534,257,-,484,682,0,3,8,10,3,4,1,0,8,5,1,2,2,4,0,0,-,-,-,-,1093,2
2-232,Alaska,Skagway-Hoonah-Angoon,3126,0,11.6,22.8,68.0,8.3,0.9,61.2,0.2,35.6,0.1,4.1,-,-,2.1,-,9.3,3.9,3.5,24.6,-,40.4,-,-,119.1,-,-,335,241,-,178,238,0,1,0,4,0,1,0,0,0,4,1,1,0,2,0,0,-,-,-,-,598,1
2-240,Alaska,Southeast Fairbanks,6614,0,15.7,30.8,61.5,7.2,0.5,81.8,2.8,11.5,0.8,3.3,76.9,-,5.3,0.9,8.4,2.8,5.7,37.5,5.8,24.7,-,-,151.8,43.0,33.1,503,336,-,340,523,0,1,1,6,1,2,1,1,1,6,0,2,0,3,0,0,-,-,-,-,1306,1
2-261,Alaska,Valdez-Cordova,9899,0,9.1,27.4,65.8,6.2,0.6,76.8,0.5,14.6,4.2,2.4,76.9,-,6.4,0.6,8.4,3.0,3.9,18.3,5.0,28.6,-,-,146.6,66.7,13.1,719,494,-,532,754,0,3,14,11,5,4,0,0,2,6,2,2,3,5,0,0,-,-,-,-,1551,2
2-270,Alaska,Wade Hampton,7541,0,25.1,47.2,47.6,4.7,0.4,4.7,0.0,93.4,0.1,0.4,76.9,-,5.9,1.0,14.7,7.3,2.2,34.8,10.3,58.9,-,46.3,101.3,83.6,66.5,1066,525,-,302,559,0,1,2,10,2,5,6,1,59,8,1,2,0,1,0,0,-,-,-,-,2244,2
2-280,Alaska,Wrangell-Petersburg,6245,1,8.9,27.0,62.2,9.5,1.3,75.7,0.2,16.2,2.2,2.7,76.9,-,3.1,0.5,7.0,2.8,3.1,18.7,4.1,28.6,-,24.1,140.5,61.9,18.0,569,293,-,338,470,0,2,5,7,0,3,0,0,7,4,0,1,0,3,0,0,-,-,-,-,1015,2
2-282,Alaska,Yakutat,722,0,10.8,22.1,70.2,7.2,0.4,57.8,0.1,40.6,0.7,0.8,-,-,-,-,-,-,5.7,22.0,-,46.0,-,-,-,-,-,79,34,-,41,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,114,1
2-290,Alaska,Yukon-Koyukuk,6143,0,17.5,32.3,59.4,7.5,0.8,26.9,0.1,69.9,0.5,1.3,76.9,-,4.3,0.4,9.7,6.4,3.2,31.0,6.5,54.2,-,29.5,169.7,70.8,91.3,913,365,-,311,478,0,1,11,7,5,7,1,1,0,7,2,1,2,1,0,0,-,-,-,-,1300,1
4-1,Arizona,Apache,69343,6,27.5,36.8,53.5,8.8,0.9,22.2,0.6,76.1,0.3,4.6,73.9,15.4,6.7,1.1,11.6,6.0,2.8,34.8,8.1,65.5,18.8,11.4,121.8,16.7,22.2,13318,2313,1323,3344,4052,1,7,126,58,95,27,30,7,4,10,1,10,12,27,9,3,22.6,24.6,14.3,7.5,17218,2
4-3,Arizona,Cochise,126106,20,16.3,27.1,56.9,14.4,1.6,90.1,4.4,1.3,2.1,30.8,76.8,16.9,7.3,1.2,10.6,5.5,1.6,28.0,9.2,36.3,22.8,17.6,174.6,47.2,18.3,16637,2737,3232,6938,7031,1,7,44,68,26,65,5,4,27,14,11,14,0,7,1,14,22.8,23.8,20.2,9.1,23944,2
4-5,Arizona,Coconino,123866,7,15.6,29.0,63.3,7.0,0.7,66.1,1.3,29.9,1.2,11.6,78.5,10.8,7.7,1.0,12.8,5.0,2.5,18.1,5.6,45.0,25.9,13.9,114.8,33.1,19.2,11564,3544,2509,6647,7642,10,12,163,100,89,47,11,12,35,18,21,18,14,47,10,6,14.8,16.5,19.6,4.2,22678,2
4-7,Arizona,Gila,51663,11,17.1,25.4,53.7,18.7,2.2,83.5,0.7,14.6,0.6,16.3,75.2,19.0,7.3,1.0,14.1,9.4,1.7,30.6,8.9,51.2,33.9,20.5,144.3,51.2,21.7,7580,1276,1698,2899,2771,0,10,45,46,15,31,2,0,7,15,12,13,6,3,0,5,32.7,24.5,25.6,8.8,10361,2
4-9,Arizona,Graham,33073,7,20.5,30.1,57.2,11.1,1.6,80.4,2.2,16.3,0.7,27.8,76.8,15.7,6.6,1.2,11.3,6.7,1.1,26.9,6.5,38.5,17.5,25.8,149.6,37.1,13.9,4771,809,868,1752,1964,1,0,35,33,7,18,1,0,7,8,7,7,1,7,4,3,25.8,23.8,16.1,10.9,6343,1
4-11,Arizona,Greenlee,7521,4,11.2,30.0,58.8,9.9,1.3,96.2,0.8,1.9,0.5,46.4,76.8,-,6.3,0.8,11.0,8.1,1.3,32.4,6.0,38.0,27.4,18.3,160.3,37.5,19.9,811,199,204,398,415,0,3,6,9,1,3,1,0,4,5,1,2,0,4,0,0,-,-,-,5.0,1082,1
4-12,Arizona,La Paz,20238,4,17.2,20.6,50.4,26.0,2.9,84.2,1.0,13.2,0.6,22.8,80.9,22.2,5.7,0.8,11.5,8.6,1.5,37.5,12.0,52.6,24.7,14.6,162.3,39.9,23.0,4520,521,586,1202,1068,0,2,21,26,13,15,2,2,21,22,4,6,0,2,0,0,26.6,22.0,18.1,8.3,4885,1
4-13,Arizona,Maricopa,3635528,395,12.8,28.6,60.3,9.7,1.4,89.0,4.3,2.2,2.9,28.7,77.8,14.4,6.8,1.1,12.8,4.5,2.0,20.7,6.4,38.6,23.9,17.7,170.9,47.2,14.0,401456,74246,55889,195126,197150,72,99,1161,889,975,494,140,0,529,395,441,296,451,296,435,395,23.3,19.9,19.9,6.3,537647,2
4-15,Arizona,Mohave,187200,14,14.9,23.3,55.9,18.8,2.0,94.2,1.0,2.5,1.1,12.8,74.8,21.7,6.7,1.0,12.8,4.7,2.3,19.3,6.4,40.3,23.5,21.5,183.9,74.9,26.2,29449,3485,5833,10755,9923,3,5,41,80,14,50,28,0,20,15,25,20,244,20,2,10,27.9,25.0,29.4,7.5,31916,2
4-17,Arizona,Navajo,108432,11,21.4,33.9,55.1,10.1,0.9,48.5,1.1,48.8,0.4,8.7,74.8,16.5,7.9,1.1,13.8,6.3,2.3,32.2,8.0,52.0,18.2,12.5,140.6,31.0,26.2,17550,3140,2949,5446,6271,0,0,74,100,72,50,17,5,25,15,14,20,5,10,14,15,23.7,25.1,19.8,8.8,22206,2
4-19,Arizona,Pima,924786,101,14.3,26.0,59.6,12.5,1.9,88.7,3.4,3.6,2.6,31.6,77.3,13.7,7.4,1.1,12.2,4.9,2.1,28.5,7.0,42.5,22.7,18.2,146.7,47.2,16.2,99444,19949,18572,51475,52043,18,26,489,368,384,368,37,26,178,131,117,105,397,79,92,158,20.9,19.7,18.7,6.6,149746,2
4-21,Arizona,Pinal,229549,43,14.6,26.1,59.4,13.1,1.4,86.9,3.5,7.4,1.1,29.6,76.9,19.0,7.2,1.2,14.3,6.9,1.5,27.1,7.6,49.8,21.3,16.8,153.7,48.7,17.8,40746,4531,6954,12759,12869,5,12,121,111,119,105,10,6,33,23,31,23,13,12,2,23,26.9,26.7,21.8,10.6,33439,2
4-23,Arizona,Santa Cruz,42009,34,19.2,33.4,55.0,10.4,1.2,97.7,0.6,0.8,0.8,80.4,80.0,18.3,6.7,1.0,11.8,5.9,1.8,32.6,4.4,36.2,17.0,9.3,107.7,36.5,10.3,9488,1432,1058,2121,2334,0,0,57,39,78,21,2,0,117,10,6,8,2,8,4,4,36.9,20.0,18.1,7.0,11544,1
4-25,Arizona,Yavapai,198701,24,12.0,21.1,56.9,19.5,2.5,95.6,0.7,1.7,0.8,11.5,77.8,17.4,7.0,0.9,12.4,4.7,2.4,24.0,6.0,37.5,22.4,15.7,134.4,51.4,22.7,21679,3646,5592,11746,10856,5,5,68,81,10,16,7,5,9,27,14,11,466,32,1,5,23.4,16.0,21.9,5.7,28886,2
4-27,Arizona,Yuma,181277,33,18.0,30.8,51.8,15.6,1.8,93.0,2.7,1.9,1.4,54.6,80.9,19.1,5.7,1.1,10.3,5.5,1.6,36.6,6.8,39.4,19.3,11.5,106.2,39.1,7.7,37549,12082,6971,9471,9943,1,10,62,95,28,90,2,5,100,20,14,20,3,10,0,20,26.7,25.7,16.2,9.2,45336,1
5-1,Arkansas,Arkansas,20073,20,17.3,24.9,59.5,13.8,1.8,74.6,24.5,0.1,0.4,1.1,73.4,24.9,10.7,1.9,15.5,7.2,0.9,27.7,6.2,39.1,27.9,29.9,263.9,80.2,14.2,3754,765,494,1289,1095,0,2,55,35,9,12,2,0,5,15,4,6,166,12,21,8,35.1,30.7,29.2,7.8,2858,2
5-3,Arkansas,Ashley,23178,25,17.8,25.9,60.2,12.0,1.9,71.3,27.8,0.1,0.3,3.8,72.6,18.5,9.0,1.5,13.8,9.2,0.6,20.8,10.3,37.7,31.0,20.1,276.2,75.2,13.5,4234,784,727,1468,1278,0,0,44,41,6,15,0,0,2,7,2,7,8,2,53,19,35.0,30.2,29.7,7.7,3783,2
5-5,Arkansas,Baxter,40330,73,13.7,18.8,54.8,22.8,3.6,98.0,0.3,0.5,0.4,1.0,77.0,17.8,6.8,1.3,11.7,4.6,1.3,26.8,7.1,29.5,24.8,23.2,156.9,71.0,24.5,6774,844,1854,2785,2153,2,2,25,31,6,10,0,0,3,4,2,4,46,2,0,2,24.9,22.7,25.4,10.2,5191,2
5-7,Arkansas,Benton,186938,221,10.0,27.2,60.2,11.1,1.5,93.8,1.1,1.6,1.9,12.6,78.0,14.5,6.1,0.8,11.2,3.7,1.3,18.2,6.0,26.3,26.1,20.6,222.5,51.7,13.2,23612,2760,4491,11631,10422,4,5,46,75,6,15,0,5,14,10,9,10,3,15,0,5,22.3,21.5,21.4,5.8,22708,2
5-9,Arkansas,Boone,35793,61,15.3,23.5,59.4,14.9,2.1,97.7,0.3,0.7,0.4,1.5,76.9,17.6,7.4,1.0,10.3,4.2,1.1,18.4,6.8,23.7,20.7,21.8,221.1,67.4,13.8,5761,798,1385,2334,1938,1,2,27,22,1,7,0,2,1,5,2,3,3,10,0,2,31.4,23.7,25.1,6.7,5033,2
5-11,Arkansas,Bradley,12192,19,20.3,23.4,59.5,14.9,2.2,71.2,28.2,0.3,0.1,10.2,73.3,18.9,9.0,1.7,12.6,8.1,0.5,26.1,6.6,40.0,22.4,20.4,279.4,71.2,8.9,2741,417,450,797,699,0,1,20,16,1,6,0,0,7,11,0,4,0,2,5,1,30.9,25.2,23.7,8.5,2467,2
5-13,Arkansas,Calhoun,5589,9,14.5,23.5,61.1,13.0,2.4,76.6,23.2,0.0,0.0,2.1,73.3,17.9,11.3,3.1,18.2,8.2,1.9,30.3,17.1,41.1,25.0,20.5,198.9,80.6,-,1217,177,245,365,306,1,1,5,8,0,3,0,0,4,3,1,1,0,1,0,2,-,-,-,3.5,846,1
5-15,Arkansas,Carroll,26999,43,15.4,24.0,60.1,14.2,1.7,97.3,0.3,0.7,0.7,13.5,76.9,19.8,6.0,1.0,10.0,5.4,1.8,28.2,7.7,29.2,24.7,20.6,148.0,52.4,14.6,5234,574,1005,1750,1459,8,2,36,37,12,10,0,0,25,7,7,5,3,5,0,0,28.7,21.0,28.5,5.1,5529,2
5-17,Arkansas,Chicot,13027,20,27.9,26.0,58.3,13.6,2.0,45.2,53.9,0.0,0.6,4.0,73.9,30.9,11.0,2.3,15.7,11.0,1.2,20.6,8.4,60.6,29.4,26.7,235.1,66.0,9.8,3042,482,403,824,737,0,0,19,23,10,9,0,0,0,4,4,4,1,1,79,17,33.5,21.9,27.4,15.6,3200,2
5-19,Arkansas,Clark,22916,26,17.2,24.4,61.3,12.1,2.1,75.3,22.3,0.5,1.1,3.9,75.5,18.4,7.9,1.5,12.6,4.9,1.1,30.2,6.5,32.6,27.8,21.6,230.8,61.5,10.0,3384,631,687,1490,1575,1,0,71,35,35,12,0,0,4,12,2,5,7,5,21,9,30.0,20.8,16.2,6.3,3575,2
5-21,Arkansas,Clay,16578,26,17.1,23.0,57.9,16.3,2.7,98.2,0.3,0.7,0.2,1.0,75.0,31.9,8.0,1.7,12.8,7.0,0.9,20.9,9.0,27.4,20.2,26.7,282.9,84.8,13.1,4573,570,620,1088,893,0,2,64,23,1,5,0,0,4,14,4,5,2,2,0,5,39.1,29.7,34.6,10.2,2567,2
5-23,Arkansas,Cleburne,25391,46,14.4,20.5,57.8,19.4,2.2,98.2,0.5,0.3,0.2,1.7,76.4,21.2,8.2,1.2,10.7,5.6,1.2,19.4,4.9,22.9,22.4,18.4,122.1,65.3,16.7,4623,515,781,1719,1387,0,2,72,35,4,9,0,0,2,7,3,5,4,5,1,0,29.4,25.1,21.9,8.6,3723,2
5-25,Arkansas,Cleveland,8903,15,14.2,24.7,61.0,12.6,1.7,85.7,13.5,0.4,0.1,1.8,73.3,26.2,9.7,1.1,14.7,5.6,0.8,18.4,2.1,29.2,-,17.4,199.0,64.2,12.6,1610,236,278,572,497,3,1,9,16,3,8,0,1,2,2,2,3,0,1,8,2,-,26.8,25.2,11.3,1173,1
5-27,Arkansas,Columbia,24695,32,20.3,25.3,58.8,13.5,2.4,62.3,36.6,0.3,0.4,1.6,74.3,21.9,9.8,2.2,14.6,6.9,1.1,21.5,9.9,42.4,38.7,28.5,219.8,66.4,9.0,4087,670,764,1583,1501,1,1,29,20,2,15,0,1,4,6,1,4,2,3,19,4,27.5,23.8,23.2,9.2,3610,2
5-29,Arkansas,Conway,20739,37,16.5,25.1,59.3,13.5,2.1,85.5,12.5,0.5,0.5,2.4,75.2,23.3,7.8,1.4,11.3,6.6,0.7,18.1,8.3,30.8,23.2,18.4,186.7,60.1,14.7,3729,470,745,1328,1148,0,4,49,28,1,12,0,0,2,12,1,4,16,4,16,6,29.9,26.5,32.2,4.9,3085,2
5-31,Arkansas,Craighead,86735,122,15.9,25.8,62.5,10.3,1.4,88.3,9.7,0.4,0.7,3.1,75.3,20.6,7.8,1.4,12.6,4.3,1.1,24.4,9.4,31.7,25.9,21.6,209.5,66.5,12.2,12563,2021,2813,5507,5147,2,4,204,71,31,25,0,0,15,8,9,4,0,4,10,8,29.9,29.1,25.1,6.2,11601,2
5-33,Arkansas,Crawford,57630,97,14.2,27.1,61.0,10.8,1.1,93.4,1.1,2.1,1.4,4.6,74.6,19.4,7.2,1.5,11.4,5.1,1.2,24.6,8.6,28.0,22.1,17.4,258.6,77.3,15.0,10684,1095,1988,3596,3209,4,3,61,46,9,19,1,0,41,5,37,5,0,8,0,5,27.5,21.1,27.5,5.8,9011,2
5-35,Arkansas,Crittenden,51882,85,22.5,31.2,59.0,8.7,1.1,49.2,49.4,0.3,0.6,1.9,71.1,22.4,12.8,2.7,16.9,8.9,1.1,26.4,12.3,59.4,29.5,22.3,262.9,84.1,12.8,9689,1421,1609,3063,2882,0,0,61,56,22,20,2,0,3,3,9,5,0,0,47,10,29.1,30.0,25.0,11.5,10083,2
5-37,Arkansas,Cross,19237,31,19.6,26.8,60.0,11.6,1.5,75.5,23.4,0.3,0.4,1.1,73.2,22.3,9.8,1.8,15.0,8.7,1.1,25.7,14.2,43.7,36.2,28.9,216.1,75.5,16.4,3975,625,627,1205,1080,0,0,76,33,19,12,1,0,5,6,8,6,0,2,15,16,35.8,30.2,32.8,9.6,3311,2
5-39,Arkansas,Dallas,8524,13,18.7,25.2,58.3,13.9,2.6,58.2,40.7,0.3,0.4,2.4,73.6,18.4,12.2,2.4,15.8,7.6,0.7,32.6,11.9,44.4,42.7,23.3,198.9,69.4,-,1883,268,373,545,481,0,1,10,15,2,15,0,0,4,10,1,2,3,2,7,1,-,-,14.8,14.7,1540,2
5-41,Arkansas,Desha,14358,19,23.2,28.2,57.5,12.1,2.2,52.1,46.8,0.3,0.4,3.8,74.4,20.6,11.3,2.0,17.2,11.1,0.5,21.2,10.2,57.6,21.8,29.3,334.0,61.0,12.0,3236,519,448,884,781,0,0,20,25,9,9,0,0,4,5,10,5,0,2,31,18,-,27.5,21.5,10.3,3217,2
5-43,Arkansas,Drew,18693,23,18.4,25.6,61.3,11.5,1.6,71.2,27.5,0.2,0.5,2.6,73.9,16.6,9.5,2.3,14.8,7.5,0.6,15.7,7.6,41.2,25.4,22.0,224.9,68.6,13.3,3160,698,611,1192,1157,0,0,24,30,5,11,0,0,3,6,2,6,4,2,15,22,28.3,21.6,28.2,4.5,3227,2
5-45,Arkansas,Faulkner,97147,150,12.8,27.0,63.4,8.5,1.1,88.3,9.3,0.5,0.8,2.5,77.3,16.0,7.2,1.4,9.9,2.9,1.1,9.7,7.2,26.1,20.0,22.0,98.2,59.7,9.6,9862,2095,2010,6103,6187,3,9,282,66,41,18,0,4,3,9,1,9,25,18,1,0,24.4,23.6,19.8,4.8,10687,2
5-47,Arkansas,Franklin,18218,30,16.4,24.6,59.2,13.9,2.3,96.7,0.7,0.8,0.9,2.0,75.7,19.7,7.2,1.2,10.2,6.1,1.0,24.5,6.9,28.0,21.9,18.5,214.1,73.7,13.1,3543,352,646,1175,1025,4,3,35,24,8,10,0,0,29,10,3,3,3,3,7,5,28.7,27.4,31.7,4.7,2780,2
5-49,Arkansas,Fulton,11934,19,18.2,21.3,57.2,18.7,2.7,98.1,0.3,0.6,0.2,0.7,74.9,18.6,7.9,0.9,13.8,7.3,0.6,23.9,7.6,23.9,23.1,16.1,178.7,73.6,13.7,2394,249,457,801,641,0,1,14,15,5,6,0,0,4,10,2,3,5,2,0,1,25.9,27.6,30.9,6.8,2113,2
5-51,Arkansas,Garland,93551,138,16.0,21.9,57.4,18.0,2.7,89.3,7.9,0.7,0.6,3.3,74.8,21.0,8.4,1.3,12.2,5.4,1.3,20.5,6.9,38.3,23.5,18.3,137.2,67.4,19.3,14398,2153,2327,6223,5049,1,4,153,62,86,31,2,4,14,13,14,9,30,4,3,4,25.0,22.3,28.3,8.0,14158,2
5-53,Arkansas,Grant,17348,27,10.9,23.8,63.6,11.2,1.5,95.8,3.1,0.5,0.2,1.7,73.6,20.4,8.2,1.9,13.1,3.8,0.9,15.1,9.5,20.5,26.6,15.5,231.2,65.5,17.7,2709,393,539,1131,977,1,2,49,23,2,10,0,0,8,6,4,3,18,5,0,2,35.8,31.6,33.7,4.0,2038,1
5-55,Arkansas,Greene,39401,68,15.4,25.3,60.9,12.2,1.6,97.8,0.3,0.4,0.2,1.5,73.5,26.2,7.3,1.4,12.9,5.7,1.3,17.6,10.5,28.9,12.6,16.7,268.1,73.1,19.4,7353,1027,1411,2512,2175,0,2,76,30,4,9,1,0,1,4,6,4,1,2,2,2,31.7,29.5,31.7,9.9,4636,2
5-57,Arkansas,Hempstead,23383,32,19.0,27.0,59.7,11.4,1.9,68.8,29.1,0.4,0.5,12.0,74.7,26.9,10.0,1.8,14.4,8.2,1.1,27.0,8.2,44.4,29.9,20.9,230.3,75.2,14.0,4646,605,700,1461,1313,0,0,50,42,13,19,2,0,4,9,2,7,8,2,42,23,29.8,24.4,26.2,10.3,4943,2
5-59,Arkansas,Hot Spring,31264,51,15.0,24.3,60.4,13.2,2.1,87.9,10.2,0.5,0.3,1.7,75.8,25.8,7.8,1.0,11.4,6.1,1.3,19.0,5.5,32.4,16.7,22.5,186.2,70.7,13.8,5696,754,1131,2022,1727,1,2,58,20,7,6,0,2,1,5,3,3,43,9,0,2,32.2,28.1,22.1,9.3,4327,2
5-61,Arkansas,Howard,14552,25,15.7,26.7,59.2,12.0,2.2,77.8,20.7,0.5,0.5,8.8,75.0,18.6,7.5,0.8,13.6,6.9,0.7,19.5,5.4,34.2,39.1,18.1,253.1,74.8,12.0,2803,331,461,913,802,0,3,34,20,5,9,1,0,7,9,0,3,18,3,8,4,34.2,26.1,25.9,12.7,2530,2
5-63,Arkansas,Independence,34737,45,14.9,24.3,60.9,13.2,1.6,95.5,2.1,0.4,1.0,2.5,75.2,20.1,9.1,1.5,14.3,4.4,1.0,20.5,7.3,29.5,16.1,20.8,196.8,80.0,17.7,5702,1037,1191,2245,1954,1,2,95,24,2,7,0,0,5,3,2,3,1,2,1,2,30.8,26.9,26.0,7.2,4830,2
5-65,Arkansas,Izard,13430,23,18.1,20.8,58.3,18.3,2.6,96.8,1.5,0.8,0.2,1.1,74.9,25.0,7.2,0.8,12.1,5.6,0.6,27.1,10.2,24.9,30.3,22.2,193.6,83.8,12.3,2582,311,483,906,733,1,0,18,20,1,7,0,0,1,7,2,3,4,3,0,5,34.6,28.5,24.5,13.5,2219,2
5-67,Arkansas,Jackson,17601,28,20.6,23.4,61.9,12.7,1.9,79.7,19.4,0.3,0.2,1.4,73.2,34.9,10.0,1.5,14.1,8.9,0.7,15.4,9.1,44.6,19.3,21.0,286.1,74.7,14.6,3929,616,640,1154,1064,1,0,103,27,8,7,0,0,8,11,12,5,2,2,31,5,41.3,31.0,24.4,8.1,3051,2
5-69,Arkansas,Jefferson,81700,92,20.9,26.9,60.3,11.0,1.8,46.2,51.9,0.3,0.9,1.2,73.2,19.6,12.3,2.6,18.3,7.6,1.1,32.2,10.3,57.4,30.0,25.4,246.4,68.3,9.1,13214,2714,2476,5117,4676,0,0,118,84,30,42,1,4,4,13,27,17,15,8,13,13,29.1,27.4,23.3,9.8,13485,2
5-71,Arkansas,Johnson,24042,36,17.1,25.9,60.2,11.9,2.0,95.7,1.8,0.7,0.7,9.3,75.7,17.9,6.6,1.0,10.3,6.6,0.9,26.9,6.3,28.9,20.7,14.6,204.1,69.5,17.0,5110,504,891,1521,1346,1,2,45,33,6,9,0,0,21,7,4,4,1,4,1,0,26.7,20.3,29.0,8.6,4420,2
5-73,Arkansas,Lafayette,8027,15,20.5,24.2,58.5,14.2,3.1,63.1,36.1,0.4,0.3,1.6,74.7,26.1,10.5,2.2,16.0,9.9,0.5,24.4,10.4,46.1,31.1,24.5,227.9,84.2,15.6,1903,231,322,520,443,1,1,9,15,2,5,0,0,0,6,1,3,5,5,1,3,-,-,-,10.2,1636,1
5-75,Arkansas,Lawrence,17153,29,19.0,24.1,58.4,14.7,2.7,97.8,0.7,0.6,0.1,0.9,74.6,15.5,6.8,0.9,12.2,5.6,0.8,19.0,9.5,23.8,18.0,20.6,210.4,91.0,14.9,4230,537,751,1112,970,0,0,78,27,9,7,1,0,2,11,5,5,2,2,0,5,31.6,28.6,37.8,5.9,2836,2
5-77,Arkansas,Lee,11545,19,29.1,24.7,62.0,11.3,2.0,42.2,57.2,0.2,0.4,2.6,72.9,-,10.3,3.0,17.1,14.4,1.3,32.5,16.2,64.5,37.4,22.6,265.3,82.3,12.0,3278,359,316,743,690,0,0,37,20,57,7,0,0,5,4,15,4,6,1,14,15,-,-,-,9.3,2555,2
5-79,Arkansas,Lincoln,14262,25,23.4,21.3,66.6,10.3,1.8,66.1,32.9,0.4,0.1,1.8,74.4,16.8,8.7,1.7,15.8,7.4,0.6,22.9,10.1,41.6,20.6,17.4,244.3,68.1,6.8,3369,387,479,957,872,3,1,50,17,6,7,0,0,1,3,9,3,3,1,4,1,-,-,-,9.3,1984,1
